file_path,risk_type,detected_pattern,line_number_or_location,risk_level,why_it_matters,recommended_action
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#                              Importación de los ingresos                                       #,line 126,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#                              Importación de los ingresos                                       #,line 126,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#    Ingresos 2007-2021     #,line 132,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,hardcoded_path,"setwd(""C:/Users/regla.fiscal/Desktop/Datos/SIGAF/Consolidados/Ingresos/Final"")",line 135,high,Hardcoded paths reduce V1 portability.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"setwd(""C:/Users/regla.fiscal/Desktop/Datos/SIGAF/Consolidados/Ingresos/Final"")",line 135,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,ingresos_anual <- suppressWarnings(,line 137,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"read_excel(""Ingresos_a.xlsx"",",line 139,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,) # ingresos_2007_2021,line 152,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"ingresos_anual_s0 <- suppressWarnings(read_excel(""Ingresos_a_s0.xlsx"")) # ingresos_2007_2021",line 154,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"ingresos_mensual <- suppressWarnings(read_excel(""Ingresos_m.xlsx"")) # ingresos_2007_2021",line 156,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Impuestos <- suppressWarnings(read_excel(""Impuestos.xlsx"")) # ingresos_2007_2021",line 158,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"PIB <- suppressWarnings(read_excel(""PIB.xlsx"")) # ingresos_2007_2021",line 160,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#  Evolución de los ingresos  #,line 171,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,tabla_1 <- ingresos_anual %>%,line 176,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 178,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,tabla_2 <-  ingresos_mensual %>%,line 189,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año, mes.cod, mes) %>%",line 191,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE))  %>%",line 192,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,mutate(,line 193,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,dplyr::filter(Ingresos>0),line 195,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Ingresos_mensual <- tabla_2,line 200,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Ingresos_mensual <- Ingresos_mensual %>%,line 202,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 203,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Ingresos = round(Ingresos/Millones,1)",line 204,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# Ingresos_mensual  <- highchart() %>%,line 207,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#              text = """" # href = ""www.cgr.go.cr""",line 215,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#   hc_xAxis(categories = Ingresos_mensual$Fecha) %>%,line 220,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   hc_add_series(name = ""Ingresos"", data = Ingresos_mensual$Ingresos) %>%",line 221,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# Ingresos_mensual,line 224,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,tabla_2_var <- tabla_2 %>% mutate(,line 227,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"var.Ingresos = round((Ingresos/lag(Ingresos,n = 12)-1)*100,2),",line 228,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"acum_12 = roll_sum(Ingresos, 12, align = ""right"", fill = NA),",line 229,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 234,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(  cum_ano_Ingresos     = cumsum(Ingresos),line 235,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,dplyr::mutate(  cum_ano_Ingresos     = cumsum(Ingresos),line 235,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,tabla_2_var <-  tabla_2_var %>% dplyr::mutate(,line 239,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"var.cum_ano_Ingresos =  round((cum_ano_Ingresos/lag(cum_ano_Ingresos,n = 12)-1)*100,1)",line 240,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,# datos <- datos %>% dplyr::group_by(Año)  %>% dplyr::mutate(,line 243,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#   cum_ano_Ingresos     = cumsum(Ingresos),line 244,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"# datos <- datos %>% dplyr::mutate(var.cum_ano_Ingresos =  round((cum_ano_Ingresos/lag(cum_ano_Ingresos,n = 12)-1)*100,1) )",line 248,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"# datos <- datos %>% dplyr::mutate(var.cum_ano_Ingresos =  round((cum_ano_Ingresos/lag(cum_ano_Ingresos,n = 12)-1)*100,1) )",line 248,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# Ingresos globales #,line 258,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,indicador.1 <- ingresos_anual %>%,line 263,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(Acumulado, na.rm = TRUE))",line 267,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Presu.ajustado <- ingresos_anual %>%,line 282,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,indicador.4 <-  tabla_2_var  %>% select(var.Ingresos) %>% slice(c( n())),line 293,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,indicador.6 <- tabla_2_var  %>% select(var.cum_ano_Ingresos) %>% slice(c( n())),line 301,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#      Evolución de los ingresos mensuales      #,line 304,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,tabla.evo.mensual.1 <- ingresos_mensual %>%,line 313,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año, mes.cod, mes) %>%",line 316,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE))  %>%",line 317,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,dplyr::filter(Ingresos>=100)  %>%,line 318,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr:: mutate(,line 319,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 325,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 326,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,cum_ingresos = cumsum(Ingresos),line 327,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                                          text = """" # href = ""www.cgr.go.cr""",line 344,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                               hc_add_series(name = ""Ingresos"", data = tabla.evo.mensual.1_acum$cum_ingresos) %>%",line 350,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,PIB  <- PIB %>%   dplyr::mutate(,line 362,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 374,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"`Carga tributaria` =  round(cum_ingresos/`PIB corriente precios de mercado`*100,1)",line 375,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#               text = """" # href = ""www.cgr.go.cr""",line 388,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# Presu.ajustado <- ingresos_anual %>%,line 406,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,tabla.evo.mensual.3 <- ingresos_mensual %>%,line 416,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año, mes.cod, mes) %>%",line 419,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE),",line 420,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,dplyr::filter(Ingresos>=100)  %>%,line 424,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr:: mutate(,line 425,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 431,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 432,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"cum_ingresos = cumsum(Ingresos),",line 433,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"`Ejecucion` =  round(cum_ingresos/`Presu_ajustado`*100,1)",line 434,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#     `Ejecución mensual` = round((cum_ingresos/`Presupuesto ajustado`)*100,1",line 437,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                text = """" # href = ""www.cgr.go.cr""",line 448,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# #  Ingresos por Clasificador  #,line 464,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_1_1 <- ingresos_mensual  %>%,line 471,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#                        dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 474,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                        dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 475,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#                        mutate(,line 476,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#                          values_from = Ingresos,line 481,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_2_1 <- ingresos_mensual  %>%,line 489,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#                                   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 492,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                                   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 493,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#                                   mutate(,line 494,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#                                     values_from = Ingresos,line 499,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_3_1 <- ingresos_mensual  %>%,line 506,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 509,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 510,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#   mutate(,line 511,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#     values_from = Ingresos,line 516,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_4_1 <- ingresos_mensual  %>%,line 523,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 526,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 527,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#   mutate(,line 528,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#     values_from = Ingresos,line 533,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_5_1 <- ingresos_mensual  %>%,line 540,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 543,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 544,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#   mutate(,line 545,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#     values_from = Ingresos,line 550,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_6_1 <- ingresos_mensual  %>%,line 557,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 560,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 561,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#   mutate(,line 562,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#     values_from = Ingresos,line 567,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_7_1 <- ingresos_mensual  %>%,line 574,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 577,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 578,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#   mutate(,line 579,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#     values_from = Ingresos,line 584,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_8_1 <- ingresos_mensual  %>%,line 591,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#   dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 594,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#   dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 595,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#   mutate(,line 596,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#     values_from = Ingresos,line 601,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,# tabla_clasi_c_9_1 <- ingresos_mensual  %>%,line 609,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"#                                      dplyr::group_by(Año, Descripcion, mes.cod, mes) %>%",line 612,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"#                                      dplyr::summarise (""Ingresos""  = sum(Ingresos, na.rm = TRUE)) %>%",line 613,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,#                                      mutate(,line 614,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,#                                        values_from = Ingresos,line 619,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,Estacionalidad_sin_AC <-  ingresos_mensual  %>% dplyr::filter(cod_fuentefinanciacion_3!=0)  %>%,line 633,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,"dplyr::group_by(Año,mes.cod,mes) %>%",line 635,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"dplyr::summarise (""Ingresos""  = sum(`Ingresos`, na.rm = TRUE))",line 636,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::group_by(Año) %>%,line 642,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,runtime_data_cooking,dplyr::mutate(,line 643,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Ingreso_acumulado = cumsum(Ingresos),",line 644,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
Tablas_Dashboard_Ingresos.R,project_specific_text,"Sumarecaudacion = sum(`Ingresos`),",line 645,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
